DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,working_age_pop,Houses,CPI,UNRATE,EmpRate,Cons_Material,FEDFUNDS,urban_pop_us,Num_Households,median_income,Subsidy,old_age_pop,CSUSHPISA_smoothed,Houses_smoothed,Cons_Material_smoothed,FEDFUNDS_smoothed,UNRATE_smoothed,EmpRate_smoothed
2015-12-01,176.544,2015,12,58626.0,204718625.400822,5.1,237.761,5.0,69.0806925662101,210.9,0.24,81.7,124587.0,68410.0,34.859,14.3,175.69133333333335,5.400000000000001,211.66666666666666,0.16000000000000028,5.033333333333332,68.89564370484663
2016-01-01,177.274,2016,1,58704.0,205107943.30787,5.6,237.652,4.8,69.1879710576038,211.4,0.34,81.9,125819.0,70840.0,37.55,14.7,176.5186666666667,5.400000000000001,211.33333333333334,0.23333333333333361,4.966666666666666,69.0489956453999
2016-02-01,177.649,2016,2,58731.666666666664,205160893.78876305,5.5,237.336,4.9,69.2626907074388,211.3,0.38,81.9,125819.0,70840.0,37.55,14.7,177.1556666666667,5.400000000000001,211.20000000000002,0.3200000000000003,4.8999999999999995,69.17711811041757
2016-03-01,178.16400000000002,2016,3,58759.333333333336,205293260.649971,5.5,238.08,5.0,69.2818036945703,211.6,0.36,81.9,125819.0,70840.0,37.55,14.7,177.69566666666665,5.533333333333334,211.4333333333333,0.3600000000000003,4.8999999999999995,69.24415515320429
2016-04-01,178.766,2016,4,58787.0,205240952.721374,5.0,238.992,5.1,69.173863547746,212.7,0.37,81.9,125819.0,70840.0,37.55,14.7,178.193,5.333333333333335,211.86666666666667,0.3700000000000003,5.0,69.23945264991836
2016-05-01,179.429,2016,5,58886.0,205443695.43154,5.1,239.557,4.8,69.2893706881234,213.7,0.37,81.9,125819.0,70840.0,37.55,14.7,178.78633333333335,5.200000000000002,212.66666666666666,0.366666666666667,4.966666666666666,69.24834597681324
2016-06-01,180.084,2016,6,58985.0,205612263.741236,5.3,240.222,4.9,69.1996294204532,214.6,0.38,81.9,125819.0,70840.0,37.55,14.7,179.42633333333333,5.133333333333335,213.66666666666666,0.3733333333333336,4.933333333333333,69.22095455210753
2016-07-01,180.834,2016,7,59084.0,205723009.48766,4.5,240.101,4.8,69.2867306013526,215.3,0.39,81.9,125819.0,70840.0,37.55,14.7,180.11566666666667,4.966666666666668,214.53333333333333,0.38000000000000034,4.833333333333333,69.25857690330973
2016-08-01,181.85,2016,8,59154.666666666664,205722118.07776,5.0,240.545,4.9,69.3836583023397,216.0,0.4,81.9,125819.0,70840.0,37.55,14.7,180.9226666666667,4.9333333333333345,215.29999999999998,0.3900000000000003,4.866666666666666,69.2900061080485
2016-09-01,182.823,2016,9,59225.333333333336,205758207.661835,5.2,241.176,5.0,69.4274833712712,215.3,0.4,81.9,125819.0,70840.0,37.55,14.7,181.8356666666667,4.900000000000001,215.53333333333333,0.396666666666667,4.8999999999999995,69.36595742498783
2016-10-01,183.75,2016,10,59296.0,205820559.12200695,5.2,241.741,4.9,69.4290451111874,214.8,0.4,81.9,125819.0,70840.0,37.55,14.7,182.80766666666668,5.133333333333335,215.36666666666667,0.4,4.933333333333334,69.41339559493277
2016-11-01,184.759,2016,11,59362.0,205809150.763684,5.2,242.026,4.7,69.5544750020533,214.5,0.41,81.9,125819.0,70840.0,37.55,14.7,183.77733333333333,5.2,214.86666666666667,0.4033333333333336,4.866666666666666,69.4703344948373
2016-12-01,185.725,2016,12,59428.0,205947149.215825,5.4,242.637,4.7,69.5643111954603,215.5,0.54,81.9,125819.0,70840.0,37.55,14.7,184.7446666666667,5.266666666666668,214.9333333333333,0.45000000000000034,4.766666666666667,69.515943769567
2017-01-01,186.805,2017,1,59494.0,205341373.943927,5.4,243.618,4.7,69.6452551468928,217.3,0.65,82.1,126224.0,72090.0,35.771,15.1,185.763,5.333333333333335,215.76666666666668,0.5333333333333337,4.7,69.5880137814688
2017-02-01,187.313,2017,2,59574.666666666664,205348420.244582,5.3,244.006,4.6,69.716673658585,218.8,0.66,82.1,126224.0,72090.0,35.771,15.1,186.61433333333335,5.366666666666668,217.20000000000002,0.616666666666667,4.666666666666666,69.6420800003127
2017-03-01,187.992,2017,3,59655.333333333336,205265464.362687,5.0,243.892,4.4,70.0106852016707,219.7,0.79,82.1,126224.0,72090.0,35.771,15.1,187.37,5.233333333333334,218.60000000000002,0.7000000000000003,4.566666666666666,69.79087133571616
2017-04-01,188.724,2017,4,59736.0,205392169.453776,5.4,244.193,4.4,70.0872949743237,221.0,0.9,82.1,126224.0,72090.0,35.771,15.1,188.00966666666667,5.233333333333335,219.83333333333334,0.7833333333333337,4.466666666666667,69.9382179448598
2017-05-01,189.616,2017,5,59857.0,205501946.665678,5.1,244.004,4.4,70.0090435002788,221.7,0.91,82.1,126224.0,72090.0,35.771,15.1,188.77733333333336,5.166666666666668,220.79999999999998,0.866666666666667,4.4,70.03567455875773
2017-06-01,190.513,2017,6,59978.0,205688251.205509,5.3,244.163,4.3,70.0982430022366,221.9,1.04,82.1,126224.0,72090.0,35.771,15.1,189.61766666666668,5.266666666666668,221.5333333333333,0.9500000000000003,4.366666666666667,70.0648604922797
2017-07-01,191.45,2017,7,60099.0,205740836.169578,5.8,244.243,4.3,70.1776001476887,221.9,1.15,82.1,126224.0,72090.0,35.771,15.1,190.52633333333335,5.400000000000001,221.83333333333334,1.0333333333333337,4.333333333333333,70.0949622167347
2017-08-01,192.663,2017,8,60290.666666666664,205723613.844996,6.1,245.183,4.4,70.1500729303963,222.4,1.16,82.1,126224.0,72090.0,35.771,15.1,191.54200000000003,5.733333333333334,222.0666666666667,1.116666666666667,4.333333333333333,70.14197202677387
2017-09-01,193.759,2017,9,60482.333333333336,205704970.924289,5.3,246.435,4.3,70.4770872852692,223.1,1.15,82.1,126224.0,72090.0,35.771,15.1,192.62400000000002,5.733333333333334,222.46666666666667,1.1533333333333335,4.333333333333333,70.2682534544514
2017-10-01,194.805,2017,10,60674.0,205670408.394115,5.5,246.626,4.2,70.2633470011261,223.9,1.15,82.1,126224.0,72090.0,35.771,15.1,193.74233333333336,5.633333333333334,223.13333333333335,1.1533333333333335,4.3,70.29683573893054
2017-11-01,195.958,2017,11,60813.666666666664,205656877.8503,4.8,247.284,4.2,70.2997152420944,223.9,1.16,82.1,126224.0,72090.0,35.771,15.1,194.8406666666667,5.200000000000001,223.63333333333333,1.1533333333333335,4.233333333333333,70.34671650949657
2017-12-01,197.178,2017,12,60953.333333333336,205800595.64941695,5.6,247.805,4.1,70.2807222461999,224.1,1.3,82.1,126224.0,72090.0,35.771,15.1,195.98033333333333,5.300000000000002,223.96666666666667,1.2033333333333334,4.166666666666667,70.28126149647346
2018-01-01,198.314,2018,1,61093.0,206339378.419178,6.0,248.859,4.0,70.3181800753163,225.8,1.41,82.3,127586.0,73030.0,38.859,15.4,197.15,5.466666666666668,224.6,1.2900000000000003,4.1000000000000005,70.29953918787021
2018-02-01,199.227,2018,2,61174.0,206307462.824439,5.7,249.529,4.1,70.6025342912855,228.7,1.42,82.3,127586.0,73030.0,38.859,15.4,198.2396666666667,5.766666666666668,226.20000000000002,1.376666666666667,4.066666666666666,70.4004788709339
2018-03-01,199.961,2018,3,61255.0,206369738.227738,5.2,249.577,4.0,70.5527779588143,231.3,1.51,82.3,127586.0,73030.0,38.859,15.4,199.16733333333335,5.6333333333333355,228.6,1.446666666666667,4.033333333333332,70.49116410847203
2018-04-01,200.655,2018,4,61336.0,206274935.365562,5.6,250.227,4.0,70.5720380100601,232.4,1.69,82.3,127586.0,73030.0,38.859,15.4,199.9476666666667,5.500000000000001,230.79999999999998,1.5400000000000003,4.033333333333332,70.5757834200533
2018-05-01,201.423,2018,5,61431.333333333336,206525427.999221,5.5,250.792,3.8,70.7350849329814,236.8,1.7,82.3,127586.0,73030.0,38.859,15.4,200.67966666666666,5.4333333333333345,233.5,1.6333333333333335,3.933333333333333,70.61996696728527
2018-06-01,202.237,2018,6,61526.666666666664,206661184.65188,5.8,251.018,4.0,70.6978812080135,239.2,1.82,82.3,127586.0,73030.0,38.859,15.4,201.43833333333336,5.633333333333334,236.13333333333333,1.736666666666667,3.933333333333333,70.66833471701833
2018-07-01,202.907,2018,7,61622.0,206659777.11561295,6.0,251.214,3.8,70.8678685681902,239.6,1.91,82.3,127586.0,73030.0,38.859,15.4,202.189,5.766666666666668,238.53333333333333,1.8100000000000003,3.866666666666666,70.7669449030617
2018-08-01,203.688,2018,8,61621.0,206664712.900867,6.5,251.663,3.8,70.5678662709577,239.4,1.91,82.3,127586.0,73030.0,38.859,15.4,202.94400000000005,6.100000000000001,239.39999999999998,1.8800000000000001,3.866666666666666,70.7112053490538
2018-09-01,204.353,2018,9,61620.0,206654330.097875,6.6,252.182,3.7,70.767103038957,240.0,1.95,82.3,127586.0,73030.0,38.859,15.4,203.64933333333337,6.366666666666667,239.66666666666666,1.9233333333333336,3.766666666666666,70.73427929270163
2018-10-01,205.12,2018,10,61619.0,206620708.24887905,7.2,252.772,3.8,70.9298443900792,238.7,2.19,82.3,127586.0,73030.0,38.859,15.4,204.38700000000003,6.766666666666668,239.36666666666667,2.016666666666667,3.766666666666666,70.75493789999797
2018-11-01,205.679,2018,11,61709.0,206643656.57961,6.4,252.594,3.8,70.9944431591298,238.8,2.2,82.3,127586.0,73030.0,38.859,15.4,205.05066666666667,6.733333333333334,239.16666666666666,2.1133333333333337,3.766666666666666,70.89713019605533
2018-12-01,206.169,2018,12,61799.0,206762878.623716,7.6,252.767,3.9,70.995031134178,238.3,2.27,82.3,127586.0,73030.0,38.859,15.4,205.65600000000003,7.066666666666667,238.60000000000002,2.22,3.8333333333333326,70.97310622779567
2019-01-01,206.539,2019,1,61889.0,206187752.561887,7.0,252.718,4.0,71.0142554508684,238.5,2.4,82.5,128579.0,78250.0,40.185,15.8,206.12900000000002,7.000000000000001,238.53333333333333,2.2900000000000005,3.9,71.00124324805874
2019-02-01,206.848,2019,2,62036.333333333336,206154545.46956903,6.4,253.322,3.8,71.0435097475702,238.1,2.4,82.5,128579.0,78250.0,40.185,15.8,206.5186666666667,7.000000000000001,238.30000000000004,2.356666666666667,3.9,71.01759877753886
2019-03-01,207.047,2019,3,62183.666666666664,206099024.77024505,5.7,254.202,3.8,71.0702637587111,238.1,2.41,82.5,128579.0,78250.0,40.185,15.8,206.81133333333335,6.366666666666668,238.23333333333332,2.4033333333333338,3.866666666666666,71.0426763190499
2019-04-01,207.506,2019,4,62331.0,206170068.640731,5.8,255.211,3.6,71.1362472830823,237.2,2.42,82.5,128579.0,78250.0,40.185,15.8,207.1336666666667,5.966666666666669,237.79999999999998,2.41,3.7333333333333325,71.0833402631212
2019-05-01,208.138,2019,5,62535.666666666664,206451313.15124,6.7,255.29,3.7,71.1453122391529,237.3,2.39,82.5,128579.0,78250.0,40.185,15.8,207.56366666666668,6.066666666666667,237.53333333333333,2.4066666666666667,3.6999999999999997,71.1172744269821
2019-06-01,208.659,2019,6,62740.333333333336,206564990.504277,5.2,255.159,3.6,71.2438915875506,236.3,2.38,82.5,128579.0,78250.0,40.185,15.8,208.101,5.900000000000001,236.9333333333333,2.396666666666667,3.633333333333333,71.1751503699286
2019-07-01,209.262,2019,7,62945.0,206412025.16746095,5.9,255.685,3.7,71.2687803636565,235.6,2.4,82.5,128579.0,78250.0,40.185,15.8,208.68633333333335,5.9333333333333345,236.4,2.3900000000000006,3.6666666666666665,71.21932806345335
2019-08-01,210.102,2019,8,63049.0,206409591.62938,5.4,256.059,3.7,71.4198849208562,234.4,2.13,82.5,128579.0,78250.0,40.185,15.8,209.341,5.500000000000003,235.4333333333333,2.3033333333333332,3.6666666666666665,71.31085229068778
2019-09-01,210.913,2019,9,63153.0,206341688.662982,5.4,256.511,3.5,71.7197521185657,234.4,2.04,82.5,128579.0,78250.0,40.185,15.8,210.09233333333336,5.566666666666667,234.80000000000004,2.19,3.633333333333333,71.4694724676928
2019-10-01,211.808,2019,10,63257.0,206244263.932141,5.3,257.244,3.6,71.7210604227263,233.8,1.83,82.5,128579.0,78250.0,40.185,15.8,210.94100000000003,5.366666666666668,234.20000000000002,2.0,3.5999999999999996,71.62023248738272
2019-11-01,212.805,2019,11,62949.0,206317380.232137,5.4,257.803,3.6,71.7096685708771,232.8,1.55,82.5,128579.0,78250.0,40.185,15.8,211.842,5.366666666666668,233.66666666666666,1.8066666666666669,3.5666666666666664,71.71682703738969
2019-12-01,213.955,2019,12,62641.0,206389716.222774,5.6,258.616,3.6,71.6946519263164,232.2,1.55,82.5,128579.0,78250.0,40.185,15.8,212.85600000000002,5.4333333333333345,232.9333333333333,1.6433333333333338,3.6,71.70846030663994
2020-01-01,214.99400000000003,2020,1,62333.0,205727844.84185705,5.7,259.037,3.5,71.7686565655174,233.4,1.55,82.7,128451.0,76660.0,44.147,16.2,213.91800000000003,5.566666666666667,232.79999999999998,1.55,3.5666666666666664,71.7243256875703
2020-02-01,215.837,2020,2,60684.0,205599624.533511,5.6,259.248,3.5,71.7908264541752,234.6,1.58,82.7,128451.0,76660.0,44.147,16.2,214.9286666666667,5.6333333333333355,233.4,1.5600000000000005,3.533333333333333,71.75137831533634
2020-03-01,216.365,2020,3,59035.0,205438752.3335,6.5,258.124,4.4,70.5486833172108,236.3,0.65,82.7,128451.0,76660.0,44.147,16.2,215.732,5.9333333333333345,234.76666666666665,1.2600000000000005,3.7999999999999994,71.3693887789678
2020-04-01,216.801,2020,4,57386.0,206982497.617641,6.9,256.092,14.7,60.1957980000898,234.3,0.05,82.7,128451.0,76660.0,44.147,16.2,216.33433333333335,6.333333333333335,235.0666666666667,0.7600000000000003,7.533333333333332,67.5117692571586
2020-05-01,216.987,2020,5,58859.333333333336,206796375.768438,5.4,255.868,13.2,62.2361265189429,233.3,0.05,82.7,128451.0,76660.0,44.147,16.2,216.71766666666667,6.266666666666668,234.63333333333335,0.2500000000000003,10.766666666666666,64.32686927874784
2020-06-01,217.63,2020,6,60332.666666666664,205507595.262771,3.8,256.986,11.0,64.7660708258647,234.8,0.08,82.7,128451.0,76660.0,44.147,16.2,217.13933333333333,5.366666666666668,234.13333333333335,0.060000000000000296,12.966666666666667,62.39933178163247
2020-07-01,219.322,2020,7,61806.0,205375033.00646895,3.4,258.278,10.2,65.3795951825375,237.0,0.09,82.7,128451.0,76660.0,44.147,16.2,217.9796666666667,4.200000000000001,235.03333333333333,0.07333333333333364,11.466666666666663,64.1272641757817
2020-08-01,222.424,2020,8,62008.666666666664,205753509.841955,3.3,259.411,8.4,66.8599538018864,240.9,0.1,82.7,128451.0,76660.0,44.147,16.2,219.79200000000003,3.5000000000000013,237.5666666666667,0.0900000000000003,9.866666666666667,65.66853993676285
2020-09-01,225.853,2020,9,62211.333333333336,206129691.633232,3.4,260.029,7.9,66.9268372516762,246.9,0.09,82.7,128451.0,76660.0,44.147,16.2,222.53300000000002,3.3666666666666676,241.6,0.09333333333333362,8.833333333333334,66.38879541203336
2020-10-01,229.781,2020,10,62414.0,206073201.59363905,3.3,260.286,6.9,67.8988824451502,246.4,0.09,82.7,128451.0,76660.0,44.147,16.2,226.01933333333338,3.3333333333333344,244.73333333333335,0.09333333333333364,7.733333333333332,67.22855783290426
2020-11-01,233.235,2020,11,62685.0,206157005.379489,4.0,260.813,6.7,67.8180926947647,244.3,0.09,82.7,128451.0,76660.0,44.147,16.2,229.62300000000002,3.5666666666666678,245.86666666666667,0.09,7.166666666666667,67.5479374638637
2020-12-01,236.521,2020,12,62956.0,206069507.781916,4.1,262.035,6.7,67.9147399551551,248.0,0.09,82.7,128451.0,76660.0,44.147,16.2,233.179,3.8000000000000007,246.23333333333335,0.09,6.766666666666666,67.87723836502333
2021-01-01,239.55900000000003,2021,1,63227.0,204934021.292635,4.0,262.65,6.3,68.1846562690056,256.4,0.09,82.9,129224.0,76330.0,45.299,16.7,236.43833333333336,4.033333333333334,249.5666666666667,0.09,6.566666666666666,67.97249630630846
2021-02-01,242.325,2021,2,63537.0,204891687.618555,4.9,263.638,6.2,68.4139643599355,264.6,0.08,82.9,129224.0,76330.0,45.299,16.7,239.46833333333333,4.333333333333335,256.3333333333333,0.08666666666666696,6.3999999999999995,68.17112019469873
2021-03-01,245.402,2021,3,63847.0,205005370.31361505,4.4,264.914,6.1,68.569186987675,276.7,0.07,82.9,129224.0,76330.0,45.299,16.7,242.4286666666667,4.4333333333333345,265.90000000000003,0.0800000000000003,6.199999999999999,68.3892692055387
2021-04-01,249.055,2021,4,64157.0,205383768.461534,4.7,266.67,6.1,68.656903701129,291.8,0.07,82.9,129224.0,76330.0,45.299,16.7,245.59399999999997,4.666666666666669,277.7,0.07333333333333364,6.133333333333333,68.5466850162465
2021-05-01,253.426,2021,5,64309.666666666664,205608505.140075,5.6,268.444,5.8,68.9673797900098,305.9,0.06,82.9,129224.0,76330.0,45.299,16.7,249.29433333333336,4.900000000000001,291.46666666666664,0.06666666666666697,5.999999999999999,68.73115682627126
2021-06-01,258.381,2021,6,64462.333333333336,205376295.567377,5.8,270.559,5.9,69.0960528816812,315.7,0.08,82.9,129224.0,76330.0,45.299,16.7,253.62066666666666,5.366666666666668,304.4666666666667,0.0700000000000003,5.933333333333333,68.90677879094
2021-07-01,262.707,2021,7,64615.0,205348746.108799,5.7,271.764,5.4,69.676119843469,313.542,0.1,82.9,129224.0,76330.0,45.299,16.7,258.17133333333334,5.7,311.714,0.0800000000000003,5.699999999999999,69.24651750505333
2021-08-01,266.921,2021,8,64960.333333333336,205344628.370044,6.5,272.87,5.2,69.6799715600036,313.083,0.09,82.9,129224.0,76330.0,45.299,16.7,262.66966666666667,6.000000000000001,314.10833333333335,0.0900000000000003,5.5,69.48404809505126
2021-09-01,270.402,2021,9,65305.666666666664,205480663.737847,6.0,274.028,4.8,69.9487394525682,317.136,0.08,82.9,129224.0,76330.0,45.299,16.7,266.6766666666667,6.066666666666667,314.587,0.0900000000000003,5.133333333333333,69.7682769520136
2021-10-01,273.769,2021,10,65651.0,205382783.10683095,6.8,276.522,4.5,70.199945379382,322.12,0.08,82.9,129224.0,76330.0,45.299,16.7,270.364,6.4333333333333345,317.44633333333337,0.08333333333333363,4.833333333333332,69.94288546398461
2021-11-01,277.251,2021,11,65529.333333333336,205355471.434348,6.0,278.711,4.2,70.6391105732344,328.94,0.08,82.9,129224.0,76330.0,45.299,16.7,273.80733333333336,6.266666666666668,322.732,0.08,4.499999999999999,70.26259846839487
2021-12-01,281.393,2021,12,65407.666666666664,205308040.74125305,5.6,280.887,3.9,70.7982931166371,335.032,0.08,82.9,129224.0,76330.0,45.299,16.7,277.471,6.133333333333334,328.69733333333335,0.08,4.2,70.5457830230845
2022-01-01,285.921,2022,1,65286.0,207089262.150918,5.8,282.599,4.0,70.7532182062498,345.742,0.08,83.1,131202.0,74580.0,48.021,17.1,281.52166666666665,5.800000000000001,336.5713333333333,0.08,4.033333333333332,70.7302072987071
2022-02-01,291.09,2022,2,65233.0,207088528.857024,6.2,284.61,3.8,70.89598181368,343.583,0.08,83.1,131202.0,74580.0,48.021,17.1,286.13466666666665,5.866666666666667,341.45233333333334,0.08,3.899999999999999,70.8158310455223
2022-03-01,296.353,2022,3,65180.0,207000251.552004,7.0,287.472,3.6,71.2646493651925,345.852,0.2,83.1,131202.0,74580.0,48.021,17.1,291.1213333333333,6.333333333333335,345.059,0.12000000000000029,3.7999999999999994,70.97128312837411
2022-04-01,300.55,2022,4,65127.0,207057895.41266,8.5,288.611,3.6,71.2231059763883,343.786,0.33,83.1,131202.0,74580.0,48.021,17.1,295.99766666666665,7.233333333333334,344.407,0.20333333333333367,3.666666666666666,71.12791238508693
2022-05-01,303.796,2022,5,65238.666666666664,207270495.441973,8.3,291.268,3.6,71.3739457522692,353.015,0.77,83.1,131202.0,74580.0,48.021,17.1,300.233,7.9333333333333345,347.551,0.4333333333333336,3.6,71.28723369794999
2022-06-01,304.755,2022,6,65350.333333333336,207401806.087263,9.5,294.728,3.6,71.235258128203,349.8,1.21,83.1,131202.0,74580.0,48.021,17.1,303.03366666666665,8.766666666666667,348.867,0.7700000000000004,3.6,71.2774366189535
2022-07-01,303.714,2022,7,65462.0,207424100.60153,10.1,294.628,3.5,71.3259833209717,346.79,1.68,83.1,131202.0,74580.0,48.021,17.1,304.0883333333333,9.300000000000002,349.86833333333334,1.2200000000000004,3.5666666666666664,71.31172906714797
2022-08-01,301.596,2022,8,65569.0,207394073.28075603,8.7,295.32,3.7,71.4668999578133,342.753,2.33,83.1,131202.0,74580.0,48.021,17.1,303.355,9.433333333333335,346.4476666666667,1.7400000000000002,3.5999999999999996,71.34271380232933
2022-09-01,299.38,2022,9,65676.0,207474329.172692,9.7,296.539,3.5,71.4442308721886,336.464,2.56,83.1,131202.0,74580.0,48.021,17.1,301.56333333333333,9.5,342.00233333333335,2.1900000000000004,3.5666666666666664,71.41237138365786
2022-10-01,298.922,2022,10,65783.0,207456273.845169,9.7,297.987,3.7,71.2477993257328,333.796,3.08,83.1,131202.0,74580.0,48.021,17.1,299.96600000000007,9.366666666666667,337.671,2.656666666666667,3.633333333333333,71.38631005191156
2022-11-01,298.312,2022,11,65881.33333333333,207509690.010877,9.4,298.598,3.6,71.3230364154321,330.369,3.78,83.1,131202.0,74580.0,48.021,17.1,298.8713333333333,9.600000000000001,333.543,3.1400000000000006,3.599999999999999,71.3383555377845
2022-12-01,297.471,2022,12,65979.66666666667,207506562.53942505,8.5,298.99,3.5,71.575987484936,326.449,4.1,83.1,131202.0,74580.0,48.021,17.1,298.23499999999996,9.200000000000001,330.2046666666667,3.6533333333333338,3.599999999999999,71.3822744087003
